"startTime";"endTime";"Electricity consumption in Finland"
"2024-01-01T11:00:00.000Z";"2024-01-01T11:15:00.000Z";13145.3
"2024-01-01T11:15:00.000Z";"2024-01-01T11:30:00.000Z";13143.9
"2024-01-01T11:30:00.000Z";"2024-01-01T11:45:00.000Z";13112
"2024-01-01T11:45:00.000Z";"2024-01-01T12:00:00.000Z";13152.1
"2024-01-01T12:00:00.000Z";"2024-01-01T12:15:00.000Z";13218.5
"2024-01-01T12:15:00.000Z";"2024-01-01T12:30:00.000Z";13235.4
"2024-01-01T12:30:00.000Z";"2024-01-01T12:45:00.000Z";13245.2
"2024-01-01T12:45:00.000Z";"2024-01-01T13:00:00.000Z";13259.6
"2024-01-01T13:00:00.000Z";"2024-01-01T13:15:00.000Z";13308.6
"2024-01-01T13:15:00.000Z";"2024-01-01T13:30:00.000Z";13401.6
"2024-01-01T13:30:00.000Z";"2024-01-01T13:45:00.000Z";13552.1
"2024-01-01T13:45:00.000Z";"2024-01-01T14:00:00.000Z";13656.7
"2024-01-01T14:00:00.000Z";"2024-01-01T14:15:00.000Z";13680.9
"2024-01-01T14:15:00.000Z";"2024-01-01T14:30:00.000Z";13696.5
"2024-01-01T14:30:00.000Z";"2024-01-01T14:45:00.000Z";13705.7
"2024-01-01T14:45:00.000Z";"2024-01-01T15:00:00.000Z";13713.9
"2024-01-01T15:00:00.000Z";"2024-01-01T15:15:00.000Z";13793.4
"2024-01-01T15:15:00.000Z";"2024-01-01T15:30:00.000Z";13830.9
"2024-01-01T15:30:00.000Z";"2024-01-01T15:45:00.000Z";13801.3
"2024-01-01T15:45:00.000Z";"2024-01-01T16:00:00.000Z";13829.3
"2024-01-01T16:00:00.000Z";"2024-01-01T16:15:00.000Z";13880.1
"2024-01-01T16:15:00.000Z";"2024-01-01T16:30:00.000Z";13866.9
"2024-01-01T16:30:00.000Z";"2024-01-01T16:45:00.000Z";13891.7
"2024-01-01T16:45:00.000Z";"2024-01-01T17:00:00.000Z";13932.3
"2024-01-01T17:00:00.000Z";"2024-01-01T17:15:00.000Z";13905.6
"2024-01-01T17:15:00.000Z";"2024-01-01T17:30:00.000Z";13901.2
"2024-01-01T17:30:00.000Z";"2024-01-01T17:45:00.000Z";13898.8
"2024-01-01T17:45:00.000Z";"2024-01-01T18:00:00.000Z";13901.8
"2024-01-01T18:00:00.000Z";"2024-01-01T18:15:00.000Z";13874.8
"2024-01-01T18:15:00.000Z";"2024-01-01T18:30:00.000Z";13793.2
"2024-01-01T18:30:00.000Z";"2024-01-01T18:45:00.000Z";13700.9
"2024-01-01T18:45:00.000Z";"2024-01-01T19:00:00.000Z";13635.5
"2024-01-01T19:00:00.000Z";"2024-01-01T19:15:00.000Z";13571.8
"2024-01-01T19:15:00.000Z";"2024-01-01T19:30:00.000Z";13509.1
"2024-01-01T19:30:00.000Z";"2024-01-01T19:45:00.000Z";13447.2
"2024-01-01T19:45:00.000Z";"2024-01-01T20:00:00.000Z";13467.9
"2024-01-01T20:00:00.000Z";"2024-01-01T20:15:00.000Z";13624.5
"2024-01-01T20:15:00.000Z";"2024-01-01T20:30:00.000Z";13729
"2024-01-01T20:30:00.000Z";"2024-01-01T20:45:00.000Z";13791.1
"2024-01-01T20:45:00.000Z";"2024-01-01T21:00:00.000Z";13822.2
"2024-01-01T21:00:00.000Z";"2024-01-01T21:15:00.000Z";13766.4
"2024-01-01T21:15:00.000Z";"2024-01-01T21:30:00.000Z";13688.1
"2024-01-01T21:30:00.000Z";"2024-01-01T21:45:00.000Z";13597
"2024-01-01T21:45:00.000Z";"2024-01-01T22:00:00.000Z";13495.6
"2024-01-01T22:00:00.000Z";"2024-01-01T22:15:00.000Z";13518.6
"2024-01-01T22:15:00.000Z";"2024-01-01T22:30:00.000Z";13494.1
"2024-01-01T22:30:00.000Z";"2024-01-01T22:45:00.000Z";13389.3
"2024-01-01T22:45:00.000Z";"2024-01-01T23:00:00.000Z";13318.2
"2024-01-01T23:00:00.000Z";"2024-01-01T23:15:00.000Z";13292.8
"2024-01-01T23:15:00.000Z";"2024-01-01T23:30:00.000Z";13241.3
"2024-01-01T23:30:00.000Z";"2024-01-01T23:45:00.000Z";13192.1
"2024-01-01T23:45:00.000Z";"2024-01-02T00:00:00.000Z";13129.1
"2024-01-02T00:00:00.000Z";"2024-01-02T00:15:00.000Z";13080.9
"2024-01-02T00:15:00.000Z";"2024-01-02T00:30:00.000Z";12986.6
"2024-01-02T00:30:00.000Z";"2024-01-02T00:45:00.000Z";12976.3
"2024-01-02T00:45:00.000Z";"2024-01-02T01:00:00.000Z";13016.6
"2024-01-02T01:00:00.000Z";"2024-01-02T01:15:00.000Z";13034.7
"2024-01-02T01:15:00.000Z";"2024-01-02T01:30:00.000Z";12988.6
"2024-01-02T01:30:00.000Z";"2024-01-02T01:45:00.000Z";12978.7
"2024-01-02T01:45:00.000Z";"2024-01-02T02:00:00.000Z";13023.8
"2024-01-02T02:00:00.000Z";"2024-01-02T02:15:00.000Z";13032.6
"2024-01-02T02:15:00.000Z";"2024-01-02T02:30:00.000Z";13063.8
"2024-01-02T02:30:00.000Z";"2024-01-02T02:45:00.000Z";13060.2
"2024-01-02T02:45:00.000Z";"2024-01-02T03:00:00.000Z";13077.4
"2024-01-02T03:00:00.000Z";"2024-01-02T03:15:00.000Z";13128.6
"2024-01-02T03:15:00.000Z";"2024-01-02T03:30:00.000Z";13168.9
"2024-01-02T03:30:00.000Z";"2024-01-02T03:45:00.000Z";13234.8
"2024-01-02T03:45:00.000Z";"2024-01-02T04:00:00.000Z";13292.7
"2024-01-02T04:00:00.000Z";"2024-01-02T04:15:00.000Z";13395.9
"2024-01-02T04:15:00.000Z";"2024-01-02T04:30:00.000Z";13504.4
"2024-01-02T04:30:00.000Z";"2024-01-02T04:45:00.000Z";13610.3
"2024-01-02T04:45:00.000Z";"2024-01-02T05:00:00.000Z";13647.7
"2024-01-02T05:00:00.000Z";"2024-01-02T05:15:00.000Z";13569.9
"2024-01-02T05:15:00.000Z";"2024-01-02T05:30:00.000Z";13613.4
"2024-01-02T05:30:00.000Z";"2024-01-02T05:45:00.000Z";13715.1
"2024-01-02T05:45:00.000Z";"2024-01-02T06:00:00.000Z";13733.7
"2024-01-02T06:00:00.000Z";"2024-01-02T06:15:00.000Z";13761.1
"2024-01-02T06:15:00.000Z";"2024-01-02T06:30:00.000Z";13855.4
"2024-01-02T06:30:00.000Z";"2024-01-02T06:45:00.000Z";13926.9
"2024-01-02T06:45:00.000Z";"2024-01-02T07:00:00.000Z";13993.5
"2024-01-02T07:00:00.000Z";"2024-01-02T07:15:00.000Z";14002.7
"2024-01-02T07:15:00.000Z";"2024-01-02T07:30:00.000Z";13974.8
"2024-01-02T07:30:00.000Z";"2024-01-02T07:45:00.000Z";13967.9
"2024-01-02T07:45:00.000Z";"2024-01-02T08:00:00.000Z";14007
"2024-01-02T08:00:00.000Z";"2024-01-02T08:15:00.000Z";14058.3
"2024-01-02T08:15:00.000Z";"2024-01-02T08:30:00.000Z";14077.6
"2024-01-02T08:30:00.000Z";"2024-01-02T08:45:00.000Z";14108.1
"2024-01-02T08:45:00.000Z";"2024-01-02T09:00:00.000Z";14089.1
"2024-01-02T09:00:00.000Z";"2024-01-02T09:15:00.000Z";14076.2
"2024-01-02T09:15:00.000Z";"2024-01-02T09:30:00.000Z";14102.3
"2024-01-02T09:30:00.000Z";"2024-01-02T09:45:00.000Z";14179.1
"2024-01-02T09:45:00.000Z";"2024-01-02T10:00:00.000Z";14248.9
"2024-01-02T10:00:00.000Z";"2024-01-02T10:15:00.000Z";14242.7
"2024-01-02T10:15:00.000Z";"2024-01-02T10:30:00.000Z";14238.3
"2024-01-02T10:30:00.000Z";"2024-01-02T10:45:00.000Z";14300.1
"2024-01-02T10:45:00.000Z";"2024-01-02T11:00:00.000Z";14328
"2024-01-02T11:00:00.000Z";"2024-01-02T11:15:00.000Z";14306.8
"2024-01-02T11:15:00.000Z";"2024-01-02T11:30:00.000Z";14278.1
"2024-01-02T11:30:00.000Z";"2024-01-02T11:45:00.000Z";14200
"2024-01-02T11:45:00.000Z";"2024-01-02T12:00:00.000Z";14209.4
"2024-01-02T12:00:00.000Z";"2024-01-02T12:15:00.000Z";14247.6
"2024-01-02T12:15:00.000Z";"2024-01-02T12:30:00.000Z";14220.3
"2024-01-02T12:30:00.000Z";"2024-01-02T12:45:00.000Z";14237.3
"2024-01-02T12:45:00.000Z";"2024-01-02T13:00:00.000Z";14260
"2024-01-02T13:00:00.000Z";"2024-01-02T13:15:00.000Z";14275.3
"2024-01-02T13:15:00.000Z";"2024-01-02T13:30:00.000Z";14306.6
"2024-01-02T13:30:00.000Z";"2024-01-02T13:45:00.000Z";14328
"2024-01-02T13:45:00.000Z";"2024-01-02T14:00:00.000Z";14359.2
"2024-01-02T14:00:00.000Z";"2024-01-02T14:15:00.000Z";14407.5
"2024-01-02T14:15:00.000Z";"2024-01-02T14:30:00.000Z";14452.1
"2024-01-02T14:30:00.000Z";"2024-01-02T14:45:00.000Z";14467.3
"2024-01-02T14:45:00.000Z";"2024-01-02T15:00:00.000Z";14521.8
"2024-01-02T15:00:00.000Z";"2024-01-02T15:15:00.000Z";14530.2
"2024-01-02T15:15:00.000Z";"2024-01-02T15:30:00.000Z";14541.9
"2024-01-02T15:30:00.000Z";"2024-01-02T15:45:00.000Z";14532
"2024-01-02T15:45:00.000Z";"2024-01-02T16:00:00.000Z";14552.2
"2024-01-02T16:00:00.000Z";"2024-01-02T16:15:00.000Z";14599.7
"2024-01-02T16:15:00.000Z";"2024-01-02T16:30:00.000Z";14574.1
"2024-01-02T16:30:00.000Z";"2024-01-02T16:45:00.000Z";14556.4
"2024-01-02T16:45:00.000Z";"2024-01-02T17:00:00.000Z";14528.6
"2024-01-02T17:00:00.000Z";"2024-01-02T17:15:00.000Z";14572.4
"2024-01-02T17:15:00.000Z";"2024-01-02T17:30:00.000Z";14614.8
"2024-01-02T17:30:00.000Z";"2024-01-02T17:45:00.000Z";14501.1
"2024-01-02T17:45:00.000Z";"2024-01-02T18:00:00.000Z";14428.7
"2024-01-02T18:00:00.000Z";"2024-01-02T18:15:00.000Z";14397.5
"2024-01-02T18:15:00.000Z";"2024-01-02T18:30:00.000Z";14361.3
"2024-01-02T18:30:00.000Z";"2024-01-02T18:45:00.000Z";14359.4
"2024-01-02T18:45:00.000Z";"2024-01-02T19:00:00.000Z";14296.1
"2024-01-02T19:00:00.000Z";"2024-01-02T19:15:00.000Z";14289.6
"2024-01-02T19:15:00.000Z";"2024-01-02T19:30:00.000Z";14244
"2024-01-02T19:30:00.000Z";"2024-01-02T19:45:00.000Z";14126.3
"2024-01-02T19:45:00.000Z";"2024-01-02T20:00:00.000Z";14140.4
"2024-01-02T20:00:00.000Z";"2024-01-02T20:15:00.000Z";14253
"2024-01-02T20:15:00.000Z";"2024-01-02T20:30:00.000Z";14303.7
"2024-01-02T20:30:00.000Z";"2024-01-02T20:45:00.000Z";14352.2
"2024-01-02T20:45:00.000Z";"2024-01-02T21:00:00.000Z";14371.7
"2024-01-02T21:00:00.000Z";"2024-01-02T21:15:00.000Z";14358.8
"2024-01-02T21:15:00.000Z";"2024-01-02T21:30:00.000Z";14222.8
"2024-01-02T21:30:00.000Z";"2024-01-02T21:45:00.000Z";14065.7
"2024-01-02T21:45:00.000Z";"2024-01-02T22:00:00.000Z";14002.2
"2024-01-02T22:00:00.000Z";"2024-01-02T22:15:00.000Z";13949.3
"2024-01-02T22:15:00.000Z";"2024-01-02T22:30:00.000Z";13852.9
"2024-01-02T22:30:00.000Z";"2024-01-02T22:45:00.000Z";13784.5
"2024-01-02T22:45:00.000Z";"2024-01-02T23:00:00.000Z";13799.3
"2024-01-02T23:00:00.000Z";"2024-01-02T23:15:00.000Z";13795.6
"2024-01-02T23:15:00.000Z";"2024-01-02T23:30:00.000Z";13735.3
"2024-01-02T23:30:00.000Z";"2024-01-02T23:45:00.000Z";13647
"2024-01-02T23:45:00.000Z";"2024-01-03T00:00:00.000Z";13549.7
"2024-01-03T00:00:00.000Z";"2024-01-03T00:15:00.000Z";13528.8
"2024-01-03T00:15:00.000Z";"2024-01-03T00:30:00.000Z";13504.5
"2024-01-03T00:30:00.000Z";"2024-01-03T00:45:00.000Z";13498.9
"2024-01-03T00:45:00.000Z";"2024-01-03T01:00:00.000Z";13516.4
"2024-01-03T01:00:00.000Z";"2024-01-03T01:15:00.000Z";13517.5
"2024-01-03T01:15:00.000Z";"2024-01-03T01:30:00.000Z";13527.6
"2024-01-03T01:30:00.000Z";"2024-01-03T01:45:00.000Z";13547.5
"2024-01-03T01:45:00.000Z";"2024-01-03T02:00:00.000Z";13505.3
"2024-01-03T02:00:00.000Z";"2024-01-03T02:15:00.000Z";13536.4
"2024-01-03T02:15:00.000Z";"2024-01-03T02:30:00.000Z";13620.9
"2024-01-03T02:30:00.000Z";"2024-01-03T02:45:00.000Z";13630.4
"2024-01-03T02:45:00.000Z";"2024-01-03T03:00:00.000Z";13666.8
"2024-01-03T03:00:00.000Z";"2024-01-03T03:15:00.000Z";13666.4
"2024-01-03T03:15:00.000Z";"2024-01-03T03:30:00.000Z";13666.1
"2024-01-03T03:30:00.000Z";"2024-01-03T03:45:00.000Z";13778.6
"2024-01-03T03:45:00.000Z";"2024-01-03T04:00:00.000Z";13889.8
"2024-01-03T04:00:00.000Z";"2024-01-03T04:15:00.000Z";13981.4
"2024-01-03T04:15:00.000Z";"2024-01-03T04:30:00.000Z";14088.3
"2024-01-03T04:30:00.000Z";"2024-01-03T04:45:00.000Z";14207.8
"2024-01-03T04:45:00.000Z";"2024-01-03T05:00:00.000Z";14227.4
"2024-01-03T05:00:00.000Z";"2024-01-03T05:15:00.000Z";14199.6
"2024-01-03T05:15:00.000Z";"2024-01-03T05:30:00.000Z";14282.2
"2024-01-03T05:30:00.000Z";"2024-01-03T05:45:00.000Z";14363.7
"2024-01-03T05:45:00.000Z";"2024-01-03T06:00:00.000Z";14437.6
"2024-01-03T06:00:00.000Z";"2024-01-03T06:15:00.000Z";14466.8
"2024-01-03T06:15:00.000Z";"2024-01-03T06:30:00.000Z";14543
"2024-01-03T06:30:00.000Z";"2024-01-03T06:45:00.000Z";14610.4
"2024-01-03T06:45:00.000Z";"2024-01-03T07:00:00.000Z";14618.5
"2024-01-03T07:00:00.000Z";"2024-01-03T07:15:00.000Z";14578.4
"2024-01-03T07:15:00.000Z";"2024-01-03T07:30:00.000Z";14572.8
"2024-01-03T07:30:00.000Z";"2024-01-03T07:45:00.000Z";14559.4
"2024-01-03T07:45:00.000Z";"2024-01-03T08:00:00.000Z";14547.5
"2024-01-03T08:00:00.000Z";"2024-01-03T08:15:00.000Z";14586.4
"2024-01-03T08:15:00.000Z";"2024-01-03T08:30:00.000Z";14627.2
"2024-01-03T08:30:00.000Z";"2024-01-03T08:45:00.000Z";14656.4
"2024-01-03T08:45:00.000Z";"2024-01-03T09:00:00.000Z";14667.5
"2024-01-03T09:00:00.000Z";"2024-01-03T09:15:00.000Z";14694.3
"2024-01-03T09:15:00.000Z";"2024-01-03T09:30:00.000Z";14704.3
"2024-01-03T09:30:00.000Z";"2024-01-03T09:45:00.000Z";14711
"2024-01-03T09:45:00.000Z";"2024-01-03T10:00:00.000Z";14721.2
"2024-01-03T10:00:00.000Z";"2024-01-03T10:15:00.000Z";14708.9
"2024-01-03T10:15:00.000Z";"2024-01-03T10:30:00.000Z";14704
"2024-01-03T10:30:00.000Z";"2024-01-03T10:45:00.000Z";14714.6
"2024-01-03T10:45:00.000Z";"2024-01-03T11:00:00.000Z";14694.5
"2024-01-03T11:00:00.000Z";"2024-01-03T11:15:00.000Z";14652.6
"2024-01-03T11:15:00.000Z";"2024-01-03T11:30:00.000Z";14616.2
"2024-01-03T11:30:00.000Z";"2024-01-03T11:45:00.000Z";14609.8
"2024-01-03T11:45:00.000Z";"2024-01-03T12:00:00.000Z";14623.2
"2024-01-03T12:00:00.000Z";"2024-01-03T12:15:00.000Z";14610.4
"2024-01-03T12:15:00.000Z";"2024-01-03T12:30:00.000Z";14562
"2024-01-03T12:30:00.000Z";"2024-01-03T12:45:00.000Z";14585.6
"2024-01-03T12:45:00.000Z";"2024-01-03T13:00:00.000Z";14627.5
"2024-01-03T13:00:00.000Z";"2024-01-03T13:15:00.000Z";14639.4
"2024-01-03T13:15:00.000Z";"2024-01-03T13:30:00.000Z";14668.1
"2024-01-03T13:30:00.000Z";"2024-01-03T13:45:00.000Z";14771.7
"2024-01-03T13:45:00.000Z";"2024-01-03T14:00:00.000Z";14823.9
"2024-01-03T14:00:00.000Z";"2024-01-03T14:15:00.000Z";14786
"2024-01-03T14:15:00.000Z";"2024-01-03T14:30:00.000Z";14786.1
"2024-01-03T14:30:00.000Z";"2024-01-03T14:45:00.000Z";14842.1
"2024-01-03T14:45:00.000Z";"2024-01-03T15:00:00.000Z";14923.4
"2024-01-03T15:00:00.000Z";"2024-01-03T15:15:00.000Z";14943.9
"2024-01-03T15:15:00.000Z";"2024-01-03T15:30:00.000Z";14957.8
"2024-01-03T15:30:00.000Z";"2024-01-03T15:45:00.000Z";14948.2
"2024-01-03T15:45:00.000Z";"2024-01-03T16:00:00.000Z";14906
"2024-01-03T16:00:00.000Z";"2024-01-03T16:15:00.000Z";14904.4
"2024-01-03T16:15:00.000Z";"2024-01-03T16:30:00.000Z";14905.4
"2024-01-03T16:30:00.000Z";"2024-01-03T16:45:00.000Z";14919.9
"2024-01-03T16:45:00.000Z";"2024-01-03T17:00:00.000Z";14962.1
"2024-01-03T17:00:00.000Z";"2024-01-03T17:15:00.000Z";14994.2
"2024-01-03T17:15:00.000Z";"2024-01-03T17:30:00.000Z";15023.2
"2024-01-03T17:30:00.000Z";"2024-01-03T17:45:00.000Z";14988.3
"2024-01-03T17:45:00.000Z";"2024-01-03T18:00:00.000Z";14977.7
"2024-01-03T18:00:00.000Z";"2024-01-03T18:15:00.000Z";14982.6
"2024-01-03T18:15:00.000Z";"2024-01-03T18:30:00.000Z";14927.8
"2024-01-03T18:30:00.000Z";"2024-01-03T18:45:00.000Z";14855.1
"2024-01-03T18:45:00.000Z";"2024-01-03T19:00:00.000Z";14782.3
"2024-01-03T19:00:00.000Z";"2024-01-03T19:15:00.000Z";14672.5
"2024-01-03T19:15:00.000Z";"2024-01-03T19:30:00.000Z";14524.7
"2024-01-03T19:30:00.000Z";"2024-01-03T19:45:00.000Z";14339.1
"2024-01-03T19:45:00.000Z";"2024-01-03T20:00:00.000Z";14356.7
"2024-01-03T20:00:00.000Z";"2024-01-03T20:15:00.000Z";14560.6
"2024-01-03T20:15:00.000Z";"2024-01-03T20:30:00.000Z";14727.1
"2024-01-03T20:30:00.000Z";"2024-01-03T20:45:00.000Z";14799.3
"2024-01-03T20:45:00.000Z";"2024-01-03T21:00:00.000Z";14763.7
"2024-01-03T21:00:00.000Z";"2024-01-03T21:15:00.000Z";14699
"2024-01-03T21:15:00.000Z";"2024-01-03T21:30:00.000Z";14604.4
"2024-01-03T21:30:00.000Z";"2024-01-03T21:45:00.000Z";14484.2
"2024-01-03T21:45:00.000Z";"2024-01-03T22:00:00.000Z";14386.8
"2024-01-03T22:00:00.000Z";"2024-01-03T22:15:00.000Z";14398
"2024-01-03T22:15:00.000Z";"2024-01-03T22:30:00.000Z";14401.6
"2024-01-03T22:30:00.000Z";"2024-01-03T22:45:00.000Z";14345.8
"2024-01-03T22:45:00.000Z";"2024-01-03T23:00:00.000Z";14211.3
"2024-01-03T23:00:00.000Z";"2024-01-03T23:15:00.000Z";14103.2
"2024-01-03T23:15:00.000Z";"2024-01-03T23:30:00.000Z";14065
"2024-01-03T23:30:00.000Z";"2024-01-03T23:45:00.000Z";14009
"2024-01-03T23:45:00.000Z";"2024-01-04T00:00:00.000Z";14028.1
"2024-01-04T00:00:00.000Z";"2024-01-04T00:15:00.000Z";14038.5
"2024-01-04T00:15:00.000Z";"2024-01-04T00:30:00.000Z";14032.6
"2024-01-04T00:30:00.000Z";"2024-01-04T00:45:00.000Z";14047.4
"2024-01-04T00:45:00.000Z";"2024-01-04T01:00:00.000Z";14043.8
"2024-01-04T01:00:00.000Z";"2024-01-04T01:15:00.000Z";14054.1
"2024-01-04T01:15:00.000Z";"2024-01-04T01:30:00.000Z";14060.6
"2024-01-04T01:30:00.000Z";"2024-01-04T01:45:00.000Z";14082.5
"2024-01-04T01:45:00.000Z";"2024-01-04T02:00:00.000Z";14097.6
"2024-01-04T02:00:00.000Z";"2024-01-04T02:15:00.000Z";14093.6
"2024-01-04T02:15:00.000Z";"2024-01-04T02:30:00.000Z";14111
"2024-01-04T02:30:00.000Z";"2024-01-04T02:45:00.000Z";14161.9
"2024-01-04T02:45:00.000Z";"2024-01-04T03:00:00.000Z";14217.7
"2024-01-04T03:00:00.000Z";"2024-01-04T03:15:00.000Z";14285.1
"2024-01-04T03:15:00.000Z";"2024-01-04T03:30:00.000Z";14315.6
"2024-01-04T03:30:00.000Z";"2024-01-04T03:45:00.000Z";14339.6
"2024-01-04T03:45:00.000Z";"2024-01-04T04:00:00.000Z";14375.8
"2024-01-04T04:00:00.000Z";"2024-01-04T04:15:00.000Z";14448.6
"2024-01-04T04:15:00.000Z";"2024-01-04T04:30:00.000Z";14567.5
"2024-01-04T04:30:00.000Z";"2024-01-04T04:45:00.000Z";14619.1
"2024-01-04T04:45:00.000Z";"2024-01-04T05:00:00.000Z";14554.6
"2024-01-04T05:00:00.000Z";"2024-01-04T05:15:00.000Z";14471.4
"2024-01-04T05:15:00.000Z";"2024-01-04T05:30:00.000Z";14565.8
"2024-01-04T05:30:00.000Z";"2024-01-04T05:45:00.000Z";14619.1
"2024-01-04T05:45:00.000Z";"2024-01-04T06:00:00.000Z";14628.1
"2024-01-04T06:00:00.000Z";"2024-01-04T06:15:00.000Z";14723.6
"2024-01-04T06:15:00.000Z";"2024-01-04T06:30:00.000Z";14837
"2024-01-04T06:30:00.000Z";"2024-01-04T06:45:00.000Z";14838.2
"2024-01-04T06:45:00.000Z";"2024-01-04T07:00:00.000Z";14779.6
"2024-01-04T07:00:00.000Z";"2024-01-04T07:15:00.000Z";14753.6
"2024-01-04T07:15:00.000Z";"2024-01-04T07:30:00.000Z";14769.9
"2024-01-04T07:30:00.000Z";"2024-01-04T07:45:00.000Z";14731.6
"2024-01-04T07:45:00.000Z";"2024-01-04T08:00:00.000Z";14706
"2024-01-04T08:00:00.000Z";"2024-01-04T08:15:00.000Z";14729.6
"2024-01-04T08:15:00.000Z";"2024-01-04T08:30:00.000Z";14766
"2024-01-04T08:30:00.000Z";"2024-01-04T08:45:00.000Z";14798.5
"2024-01-04T08:45:00.000Z";"2024-01-04T09:00:00.000Z";14838.4
"2024-01-04T09:00:00.000Z";"2024-01-04T09:15:00.000Z";14851
"2024-01-04T09:15:00.000Z";"2024-01-04T09:30:00.000Z";14793.1
"2024-01-04T09:30:00.000Z";"2024-01-04T09:45:00.000Z";14759
"2024-01-04T09:45:00.000Z";"2024-01-04T10:00:00.000Z";14803.7
"2024-01-04T10:00:00.000Z";"2024-01-04T10:15:00.000Z";14854.8
"2024-01-04T10:15:00.000Z";"2024-01-04T10:30:00.000Z";14816
"2024-01-04T10:30:00.000Z";"2024-01-04T10:45:00.000Z";14759.4
"2024-01-04T10:45:00.000Z";"2024-01-04T11:00:00.000Z";14686.6
"2024-01-04T11:00:00.000Z";"2024-01-04T11:15:00.000Z";14639.8
"2024-01-04T11:15:00.000Z";"2024-01-04T11:30:00.000Z";14639.5
