"startTime";"endTime";"Electricity consumption in Finland"
"2024-08-10T12:45:00.000Z";"2024-08-10T13:00:00.000Z";8436.94
"2024-08-10T13:00:00.000Z";"2024-08-10T13:15:00.000Z";8472.31
"2024-08-10T13:15:00.000Z";"2024-08-10T13:30:00.000Z";8477.48
"2024-08-10T13:30:00.000Z";"2024-08-10T13:45:00.000Z";8457.87
"2024-08-10T13:45:00.000Z";"2024-08-10T14:00:00.000Z";8491.17
"2024-08-10T14:00:00.000Z";"2024-08-10T14:15:00.000Z";8489.75
"2024-08-10T14:15:00.000Z";"2024-08-10T14:30:00.000Z";8491.89
"2024-08-10T14:30:00.000Z";"2024-08-10T14:45:00.000Z";8490.43
"2024-08-10T14:45:00.000Z";"2024-08-10T15:00:00.000Z";8441.92
"2024-08-10T15:00:00.000Z";"2024-08-10T15:15:00.000Z";8435.4
"2024-08-10T15:15:00.000Z";"2024-08-10T15:30:00.000Z";8410.04
"2024-08-10T15:30:00.000Z";"2024-08-10T15:45:00.000Z";8375.8
"2024-08-10T15:45:00.000Z";"2024-08-10T16:00:00.000Z";8345.07
"2024-08-10T16:00:00.000Z";"2024-08-10T16:15:00.000Z";8384.06
"2024-08-10T16:15:00.000Z";"2024-08-10T16:30:00.000Z";8343.16
"2024-08-10T16:30:00.000Z";"2024-08-10T16:45:00.000Z";8267.17
"2024-08-10T16:45:00.000Z";"2024-08-10T17:00:00.000Z";8180.43
"2024-08-10T17:00:00.000Z";"2024-08-10T17:15:00.000Z";8191.78
"2024-08-10T17:15:00.000Z";"2024-08-10T17:30:00.000Z";8074.6
"2024-08-10T17:30:00.000Z";"2024-08-10T17:45:00.000Z";8004.18
"2024-08-10T17:45:00.000Z";"2024-08-10T18:00:00.000Z";7895.2
"2024-08-10T18:00:00.000Z";"2024-08-10T18:15:00.000Z";7884.81
"2024-08-10T18:15:00.000Z";"2024-08-10T18:30:00.000Z";7861.79
"2024-08-10T18:30:00.000Z";"2024-08-10T18:45:00.000Z";7826.57
"2024-08-10T18:45:00.000Z";"2024-08-10T19:00:00.000Z";7870.5
"2024-08-10T19:00:00.000Z";"2024-08-10T19:15:00.000Z";7971.8
"2024-08-10T19:15:00.000Z";"2024-08-10T19:30:00.000Z";8027.14
"2024-08-10T19:30:00.000Z";"2024-08-10T19:45:00.000Z";8021.05
"2024-08-10T19:45:00.000Z";"2024-08-10T20:00:00.000Z";7981.58
"2024-08-10T20:00:00.000Z";"2024-08-10T20:15:00.000Z";7830.41
"2024-08-10T20:15:00.000Z";"2024-08-10T20:30:00.000Z";7703.98
"2024-08-10T20:30:00.000Z";"2024-08-10T20:45:00.000Z";7584.64
"2024-08-10T20:45:00.000Z";"2024-08-10T21:00:00.000Z";7497.64
"2024-08-10T21:00:00.000Z";"2024-08-10T21:15:00.000Z";7394.13
"2024-08-10T21:15:00.000Z";"2024-08-10T21:30:00.000Z";7293.43
"2024-08-10T21:30:00.000Z";"2024-08-10T21:45:00.000Z";7157.8
"2024-08-10T21:45:00.000Z";"2024-08-10T22:00:00.000Z";7103.31
"2024-08-10T22:00:00.000Z";"2024-08-10T22:15:00.000Z";7101.29
"2024-08-10T22:15:00.000Z";"2024-08-10T22:30:00.000Z";7023.36
"2024-08-10T22:30:00.000Z";"2024-08-10T22:45:00.000Z";7005.22
"2024-08-10T22:45:00.000Z";"2024-08-10T23:00:00.000Z";7008.05
"2024-08-10T23:00:00.000Z";"2024-08-10T23:15:00.000Z";7008.05
"2024-08-10T23:15:00.000Z";"2024-08-10T23:30:00.000Z";6947.68
"2024-08-10T23:30:00.000Z";"2024-08-10T23:45:00.000Z";6935.9
"2024-08-10T23:45:00.000Z";"2024-08-11T00:00:00.000Z";6885.98
"2024-08-11T00:00:00.000Z";"2024-08-11T00:15:00.000Z";6898.23
"2024-08-11T00:15:00.000Z";"2024-08-11T00:30:00.000Z";6921.69
"2024-08-11T00:30:00.000Z";"2024-08-11T00:45:00.000Z";6874.67
"2024-08-11T00:45:00.000Z";"2024-08-11T01:00:00.000Z";6918.72
"2024-08-11T01:00:00.000Z";"2024-08-11T01:15:00.000Z";6918.83
"2024-08-11T01:15:00.000Z";"2024-08-11T01:30:00.000Z";6970.4
"2024-08-11T01:30:00.000Z";"2024-08-11T01:45:00.000Z";6913.43
"2024-08-11T01:45:00.000Z";"2024-08-11T02:00:00.000Z";6812.9
"2024-08-11T02:00:00.000Z";"2024-08-11T02:15:00.000Z";6793.02
"2024-08-11T02:15:00.000Z";"2024-08-11T02:30:00.000Z";6780.44
"2024-08-11T02:30:00.000Z";"2024-08-11T02:45:00.000Z";6779.4
"2024-08-11T02:45:00.000Z";"2024-08-11T03:00:00.000Z";6861.47
"2024-08-11T03:00:00.000Z";"2024-08-11T03:15:00.000Z";6889.63
"2024-08-11T03:15:00.000Z";"2024-08-11T03:30:00.000Z";6896.02
"2024-08-11T03:30:00.000Z";"2024-08-11T03:45:00.000Z";6920.25
"2024-08-11T03:45:00.000Z";"2024-08-11T04:00:00.000Z";6971.48
"2024-08-11T04:00:00.000Z";"2024-08-11T04:15:00.000Z";7027.43
"2024-08-11T04:15:00.000Z";"2024-08-11T04:30:00.000Z";7062.85
"2024-08-11T04:30:00.000Z";"2024-08-11T04:45:00.000Z";7061.77
"2024-08-11T04:45:00.000Z";"2024-08-11T05:00:00.000Z";7157.2
"2024-08-11T05:00:00.000Z";"2024-08-11T05:15:00.000Z";7212.09
"2024-08-11T05:15:00.000Z";"2024-08-11T05:30:00.000Z";7325.77
"2024-08-11T05:30:00.000Z";"2024-08-11T05:45:00.000Z";7355.29
"2024-08-11T05:45:00.000Z";"2024-08-11T06:00:00.000Z";7494.14
"2024-08-11T06:00:00.000Z";"2024-08-11T06:15:00.000Z";7519.9
"2024-08-11T06:15:00.000Z";"2024-08-11T06:30:00.000Z";7497.29
"2024-08-11T06:30:00.000Z";"2024-08-11T06:45:00.000Z";7605.34
"2024-08-11T06:45:00.000Z";"2024-08-11T07:00:00.000Z";7776.93
"2024-08-11T07:00:00.000Z";"2024-08-11T07:15:00.000Z";7823.43
"2024-08-11T07:15:00.000Z";"2024-08-11T07:30:00.000Z";7803.88
"2024-08-11T07:30:00.000Z";"2024-08-11T07:45:00.000Z";7840.82
"2024-08-11T07:45:00.000Z";"2024-08-11T08:00:00.000Z";7905.87
"2024-08-11T08:00:00.000Z";"2024-08-11T08:15:00.000Z";7972.43
"2024-08-11T08:15:00.000Z";"2024-08-11T08:30:00.000Z";7946.57
"2024-08-11T08:30:00.000Z";"2024-08-11T08:45:00.000Z";7992.49
"2024-08-11T08:45:00.000Z";"2024-08-11T09:00:00.000Z";8091.95
"2024-08-11T09:00:00.000Z";"2024-08-11T09:15:00.000Z";8129.21
"2024-08-11T09:15:00.000Z";"2024-08-11T09:30:00.000Z";8082.03
"2024-08-11T09:30:00.000Z";"2024-08-11T09:45:00.000Z";8150.57
"2024-08-11T09:45:00.000Z";"2024-08-11T10:00:00.000Z";8066.34
"2024-08-11T10:00:00.000Z";"2024-08-11T10:15:00.000Z";8072.69
"2024-08-11T10:15:00.000Z";"2024-08-11T10:30:00.000Z";8136.85
"2024-08-11T10:30:00.000Z";"2024-08-11T10:45:00.000Z";8144.31
"2024-08-11T10:45:00.000Z";"2024-08-11T11:00:00.000Z";8063.95
"2024-08-11T11:00:00.000Z";"2024-08-11T11:15:00.000Z";8092.85
"2024-08-11T11:15:00.000Z";"2024-08-11T11:30:00.000Z";8115.07
"2024-08-11T11:30:00.000Z";"2024-08-11T11:45:00.000Z";8203.73
"2024-08-11T11:45:00.000Z";"2024-08-11T12:00:00.000Z";8152.22
"2024-08-11T12:00:00.000Z";"2024-08-11T12:15:00.000Z";8144.17
"2024-08-11T12:15:00.000Z";"2024-08-11T12:30:00.000Z";8105.88
"2024-08-11T12:30:00.000Z";"2024-08-11T12:45:00.000Z";8072.12
"2024-08-11T12:45:00.000Z";"2024-08-11T13:00:00.000Z";8090.23
"2024-08-11T13:00:00.000Z";"2024-08-11T13:15:00.000Z";8055.84
"2024-08-11T13:15:00.000Z";"2024-08-11T13:30:00.000Z";8097.03
"2024-08-11T13:30:00.000Z";"2024-08-11T13:45:00.000Z";8161.27
"2024-08-11T13:45:00.000Z";"2024-08-11T14:00:00.000Z";8095.21
"2024-08-11T14:00:00.000Z";"2024-08-11T14:15:00.000Z";8071.25
"2024-08-11T14:15:00.000Z";"2024-08-11T14:30:00.000Z";8113.34
"2024-08-11T14:30:00.000Z";"2024-08-11T14:45:00.000Z";8118.01
"2024-08-11T14:45:00.000Z";"2024-08-11T15:00:00.000Z";8022.38
"2024-08-11T15:00:00.000Z";"2024-08-11T15:15:00.000Z";7980.59
"2024-08-11T15:15:00.000Z";"2024-08-11T15:30:00.000Z";8034.75
"2024-08-11T15:30:00.000Z";"2024-08-11T15:45:00.000Z";8077.22
"2024-08-11T15:45:00.000Z";"2024-08-11T16:00:00.000Z";8037.9
"2024-08-11T16:00:00.000Z";"2024-08-11T16:15:00.000Z";8075.87
"2024-08-11T16:15:00.000Z";"2024-08-11T16:30:00.000Z";8059.39
"2024-08-11T16:30:00.000Z";"2024-08-11T16:45:00.000Z";8061.02
"2024-08-11T16:45:00.000Z";"2024-08-11T17:00:00.000Z";7968.34
"2024-08-11T17:00:00.000Z";"2024-08-11T17:15:00.000Z";7897.86
"2024-08-11T17:15:00.000Z";"2024-08-11T17:30:00.000Z";7896.93
"2024-08-11T17:30:00.000Z";"2024-08-11T17:45:00.000Z";7874.11
"2024-08-11T17:45:00.000Z";"2024-08-11T18:00:00.000Z";7835.78
"2024-08-11T18:00:00.000Z";"2024-08-11T18:15:00.000Z";7794.47
"2024-08-11T18:15:00.000Z";"2024-08-11T18:30:00.000Z";7736.62
"2024-08-11T18:30:00.000Z";"2024-08-11T18:45:00.000Z";7718.73
"2024-08-11T18:45:00.000Z";"2024-08-11T19:00:00.000Z";7842.47
"2024-08-11T19:00:00.000Z";"2024-08-11T19:15:00.000Z";7945.72
"2024-08-11T19:15:00.000Z";"2024-08-11T19:30:00.000Z";7927.3
"2024-08-11T19:30:00.000Z";"2024-08-11T19:45:00.000Z";7909.15
"2024-08-11T19:45:00.000Z";"2024-08-11T20:00:00.000Z";7878.46
"2024-08-11T20:00:00.000Z";"2024-08-11T20:15:00.000Z";7758.43
"2024-08-11T20:15:00.000Z";"2024-08-11T20:30:00.000Z";7637.51
"2024-08-11T20:30:00.000Z";"2024-08-11T20:45:00.000Z";7544.98
"2024-08-11T20:45:00.000Z";"2024-08-11T21:00:00.000Z";7465.02
"2024-08-11T21:00:00.000Z";"2024-08-11T21:15:00.000Z";7377.07
"2024-08-11T21:15:00.000Z";"2024-08-11T21:30:00.000Z";7257.98
"2024-08-11T21:30:00.000Z";"2024-08-11T21:45:00.000Z";7159.35
"2024-08-11T21:45:00.000Z";"2024-08-11T22:00:00.000Z";7126.53
"2024-08-11T22:00:00.000Z";"2024-08-11T22:15:00.000Z";7097.93
"2024-08-11T22:15:00.000Z";"2024-08-11T22:30:00.000Z";7081.72
"2024-08-11T22:30:00.000Z";"2024-08-11T22:45:00.000Z";7019.58
"2024-08-11T22:45:00.000Z";"2024-08-11T23:00:00.000Z";7014.7
"2024-08-11T23:00:00.000Z";"2024-08-11T23:15:00.000Z";7004.07
"2024-08-11T23:15:00.000Z";"2024-08-11T23:30:00.000Z";6991.69
"2024-08-11T23:30:00.000Z";"2024-08-11T23:45:00.000Z";6930.71
"2024-08-11T23:45:00.000Z";"2024-08-12T00:00:00.000Z";6921.05
"2024-08-12T00:00:00.000Z";"2024-08-12T00:15:00.000Z";6859.41
"2024-08-12T00:15:00.000Z";"2024-08-12T00:30:00.000Z";6883.89
"2024-08-12T00:30:00.000Z";"2024-08-12T00:45:00.000Z";6890.41
"2024-08-12T00:45:00.000Z";"2024-08-12T01:00:00.000Z";6897.79
"2024-08-12T01:00:00.000Z";"2024-08-12T01:15:00.000Z";6950.82
"2024-08-12T01:15:00.000Z";"2024-08-12T01:30:00.000Z";6970.85
"2024-08-12T01:30:00.000Z";"2024-08-12T01:45:00.000Z";6961.91
"2024-08-12T01:45:00.000Z";"2024-08-12T02:00:00.000Z";6989.05
"2024-08-12T02:00:00.000Z";"2024-08-12T02:15:00.000Z";7028.12
"2024-08-12T02:15:00.000Z";"2024-08-12T02:30:00.000Z";7018.61
"2024-08-12T02:30:00.000Z";"2024-08-12T02:45:00.000Z";7101.17
"2024-08-12T02:45:00.000Z";"2024-08-12T03:00:00.000Z";7364.58
"2024-08-12T03:00:00.000Z";"2024-08-12T03:15:00.000Z";7590.98
"2024-08-12T03:15:00.000Z";"2024-08-12T03:30:00.000Z";7679.79
"2024-08-12T03:30:00.000Z";"2024-08-12T03:45:00.000Z";7836.23
"2024-08-12T03:45:00.000Z";"2024-08-12T04:00:00.000Z";8065.27
"2024-08-12T04:00:00.000Z";"2024-08-12T04:15:00.000Z";8218.35
"2024-08-12T04:15:00.000Z";"2024-08-12T04:30:00.000Z";8275.05
"2024-08-12T04:30:00.000Z";"2024-08-12T04:45:00.000Z";8297.12
"2024-08-12T04:45:00.000Z";"2024-08-12T05:00:00.000Z";8434.89
"2024-08-12T05:00:00.000Z";"2024-08-12T05:15:00.000Z";8534.34
"2024-08-12T05:15:00.000Z";"2024-08-12T05:30:00.000Z";8540.17
"2024-08-12T05:30:00.000Z";"2024-08-12T05:45:00.000Z";8595.08
"2024-08-12T05:45:00.000Z";"2024-08-12T06:00:00.000Z";8729.71
"2024-08-12T06:00:00.000Z";"2024-08-12T06:15:00.000Z";8750.98
"2024-08-12T06:15:00.000Z";"2024-08-12T06:30:00.000Z";8798.99
"2024-08-12T06:30:00.000Z";"2024-08-12T06:45:00.000Z";8859.5
"2024-08-12T06:45:00.000Z";"2024-08-12T07:00:00.000Z";8871.29
"2024-08-12T07:00:00.000Z";"2024-08-12T07:15:00.000Z";8947.58
"2024-08-12T07:15:00.000Z";"2024-08-12T07:30:00.000Z";8915.41
"2024-08-12T07:30:00.000Z";"2024-08-12T07:45:00.000Z";8897.02
"2024-08-12T07:45:00.000Z";"2024-08-12T08:00:00.000Z";8912.51
"2024-08-12T08:00:00.000Z";"2024-08-12T08:15:00.000Z";9002.12
"2024-08-12T08:15:00.000Z";"2024-08-12T08:30:00.000Z";8970.33
"2024-08-12T08:30:00.000Z";"2024-08-12T08:45:00.000Z";9007.93
"2024-08-12T08:45:00.000Z";"2024-08-12T09:00:00.000Z";9086.73
"2024-08-12T09:00:00.000Z";"2024-08-12T09:15:00.000Z";9084.33
"2024-08-12T09:15:00.000Z";"2024-08-12T09:30:00.000Z";9075.31
"2024-08-12T09:30:00.000Z";"2024-08-12T09:45:00.000Z";8998.78
"2024-08-12T09:45:00.000Z";"2024-08-12T10:00:00.000Z";8930.06
"2024-08-12T10:00:00.000Z";"2024-08-12T10:15:00.000Z";8908.88
"2024-08-12T10:15:00.000Z";"2024-08-12T10:30:00.000Z";8818.71
"2024-08-12T10:30:00.000Z";"2024-08-12T10:45:00.000Z";8788.72
"2024-08-12T10:45:00.000Z";"2024-08-12T11:00:00.000Z";8706.47
"2024-08-12T11:00:00.000Z";"2024-08-12T11:15:00.000Z";8653.51
"2024-08-12T11:15:00.000Z";"2024-08-12T11:30:00.000Z";8691.96
"2024-08-12T11:30:00.000Z";"2024-08-12T11:45:00.000Z";8801.22
"2024-08-12T11:45:00.000Z";"2024-08-12T12:00:00.000Z";8794.06
"2024-08-12T12:00:00.000Z";"2024-08-12T12:15:00.000Z";8728.14
"2024-08-12T12:15:00.000Z";"2024-08-12T12:30:00.000Z";8739.62
"2024-08-12T12:30:00.000Z";"2024-08-12T12:45:00.000Z";8749.77
"2024-08-12T12:45:00.000Z";"2024-08-12T13:00:00.000Z";8659.93
"2024-08-12T13:00:00.000Z";"2024-08-12T13:15:00.000Z";8684.39
"2024-08-12T13:15:00.000Z";"2024-08-12T13:30:00.000Z";8687.53
"2024-08-12T13:30:00.000Z";"2024-08-12T13:45:00.000Z";8669.61
"2024-08-12T13:45:00.000Z";"2024-08-12T14:00:00.000Z";8572.52
"2024-08-12T14:00:00.000Z";"2024-08-12T14:15:00.000Z";8557.6
"2024-08-12T14:15:00.000Z";"2024-08-12T14:30:00.000Z";8550.93
"2024-08-12T14:30:00.000Z";"2024-08-12T14:45:00.000Z";8602.34
"2024-08-12T14:45:00.000Z";"2024-08-12T15:00:00.000Z";8498.5
"2024-08-12T15:00:00.000Z";"2024-08-12T15:15:00.000Z";8478.51
"2024-08-12T15:15:00.000Z";"2024-08-12T15:30:00.000Z";8440.82
"2024-08-12T15:30:00.000Z";"2024-08-12T15:45:00.000Z";8452.4
"2024-08-12T15:45:00.000Z";"2024-08-12T16:00:00.000Z";8435.93
"2024-08-12T16:00:00.000Z";"2024-08-12T16:15:00.000Z";8442.97
"2024-08-12T16:15:00.000Z";"2024-08-12T16:30:00.000Z";8444.51
"2024-08-12T16:30:00.000Z";"2024-08-12T16:45:00.000Z";8414.51
"2024-08-12T16:45:00.000Z";"2024-08-12T17:00:00.000Z";8332.18
"2024-08-12T17:00:00.000Z";"2024-08-12T17:15:00.000Z";8329.78
"2024-08-12T17:15:00.000Z";"2024-08-12T17:30:00.000Z";8378.07
"2024-08-12T17:30:00.000Z";"2024-08-12T17:45:00.000Z";8346.35
"2024-08-12T17:45:00.000Z";"2024-08-12T18:00:00.000Z";8253.9
"2024-08-12T18:00:00.000Z";"2024-08-12T18:15:00.000Z";8190.36
"2024-08-12T18:15:00.000Z";"2024-08-12T18:30:00.000Z";8121.11
"2024-08-12T18:30:00.000Z";"2024-08-12T18:45:00.000Z";8113.23
"2024-08-12T18:45:00.000Z";"2024-08-12T19:00:00.000Z";8199.22
"2024-08-12T19:00:00.000Z";"2024-08-12T19:15:00.000Z";8239.96
"2024-08-12T19:15:00.000Z";"2024-08-12T19:30:00.000Z";8251.87
"2024-08-12T19:30:00.000Z";"2024-08-12T19:45:00.000Z";8137.39
"2024-08-12T19:45:00.000Z";"2024-08-12T20:00:00.000Z";8102.79
"2024-08-12T20:00:00.000Z";"2024-08-12T20:15:00.000Z";8001.28
"2024-08-12T20:15:00.000Z";"2024-08-12T20:30:00.000Z";7885.06
"2024-08-12T20:30:00.000Z";"2024-08-12T20:45:00.000Z";7698.4
"2024-08-12T20:45:00.000Z";"2024-08-12T21:00:00.000Z";7588.83
"2024-08-12T21:00:00.000Z";"2024-08-12T21:15:00.000Z";7542.85
"2024-08-12T21:15:00.000Z";"2024-08-12T21:30:00.000Z";7435.76
"2024-08-12T21:30:00.000Z";"2024-08-12T21:45:00.000Z";7298.62
"2024-08-12T21:45:00.000Z";"2024-08-12T22:00:00.000Z";7214.59
"2024-08-12T22:00:00.000Z";"2024-08-12T22:15:00.000Z";7181.03
"2024-08-12T22:15:00.000Z";"2024-08-12T22:30:00.000Z";7120.06
"2024-08-12T22:30:00.000Z";"2024-08-12T22:45:00.000Z";7051.68
"2024-08-12T22:45:00.000Z";"2024-08-12T23:00:00.000Z";7077.16
"2024-08-12T23:00:00.000Z";"2024-08-12T23:15:00.000Z";7034.19
"2024-08-12T23:15:00.000Z";"2024-08-12T23:30:00.000Z";6934.64
"2024-08-12T23:30:00.000Z";"2024-08-12T23:45:00.000Z";6908.49
"2024-08-12T23:45:00.000Z";"2024-08-13T00:00:00.000Z";6951.25
"2024-08-13T00:00:00.000Z";"2024-08-13T00:15:00.000Z";6920.3
"2024-08-13T00:15:00.000Z";"2024-08-13T00:30:00.000Z";6908.37
"2024-08-13T00:30:00.000Z";"2024-08-13T00:45:00.000Z";6943.41
"2024-08-13T00:45:00.000Z";"2024-08-13T01:00:00.000Z";6987.29
"2024-08-13T01:00:00.000Z";"2024-08-13T01:15:00.000Z";6974
"2024-08-13T01:15:00.000Z";"2024-08-13T01:30:00.000Z";6938.44
"2024-08-13T01:30:00.000Z";"2024-08-13T01:45:00.000Z";6959.6
"2024-08-13T01:45:00.000Z";"2024-08-13T02:00:00.000Z";7010.39
"2024-08-13T02:00:00.000Z";"2024-08-13T02:15:00.000Z";7015.3
"2024-08-13T02:15:00.000Z";"2024-08-13T02:30:00.000Z";7058.96
"2024-08-13T02:30:00.000Z";"2024-08-13T02:45:00.000Z";7098.53
"2024-08-13T02:45:00.000Z";"2024-08-13T03:00:00.000Z";7415.08
"2024-08-13T03:00:00.000Z";"2024-08-13T03:15:00.000Z";7629.27
"2024-08-13T03:15:00.000Z";"2024-08-13T03:30:00.000Z";7766.15
"2024-08-13T03:30:00.000Z";"2024-08-13T03:45:00.000Z";7892.37
"2024-08-13T03:45:00.000Z";"2024-08-13T04:00:00.000Z";8115.55
"2024-08-13T04:00:00.000Z";"2024-08-13T04:15:00.000Z";8276.76
"2024-08-13T04:15:00.000Z";"2024-08-13T04:30:00.000Z";8318.31
"2024-08-13T04:30:00.000Z";"2024-08-13T04:45:00.000Z";8345.19
"2024-08-13T04:45:00.000Z";"2024-08-13T05:00:00.000Z";8443.93
"2024-08-13T05:00:00.000Z";"2024-08-13T05:15:00.000Z";8549.39
"2024-08-13T05:15:00.000Z";"2024-08-13T05:30:00.000Z";8589.94
"2024-08-13T05:30:00.000Z";"2024-08-13T05:45:00.000Z";8624.48
"2024-08-13T05:45:00.000Z";"2024-08-13T06:00:00.000Z";8696.23
"2024-08-13T06:00:00.000Z";"2024-08-13T06:15:00.000Z";8765.8
"2024-08-13T06:15:00.000Z";"2024-08-13T06:30:00.000Z";8753.35
"2024-08-13T06:30:00.000Z";"2024-08-13T06:45:00.000Z";8751.27
"2024-08-13T06:45:00.000Z";"2024-08-13T07:00:00.000Z";8826.8
"2024-08-13T07:00:00.000Z";"2024-08-13T07:15:00.000Z";8825.34
"2024-08-13T07:15:00.000Z";"2024-08-13T07:30:00.000Z";8764.59
"2024-08-13T07:30:00.000Z";"2024-08-13T07:45:00.000Z";8801.38
"2024-08-13T07:45:00.000Z";"2024-08-13T08:00:00.000Z";8841.94
"2024-08-13T08:00:00.000Z";"2024-08-13T08:15:00.000Z";8829.96
"2024-08-13T08:15:00.000Z";"2024-08-13T08:30:00.000Z";8862.1
"2024-08-13T08:30:00.000Z";"2024-08-13T08:45:00.000Z";8871.56
"2024-08-13T08:45:00.000Z";"2024-08-13T09:00:00.000Z";8911.78
"2024-08-13T09:00:00.000Z";"2024-08-13T09:15:00.000Z";8916.9
"2024-08-13T09:15:00.000Z";"2024-08-13T09:30:00.000Z";8879.81
"2024-08-13T09:30:00.000Z";"2024-08-13T09:45:00.000Z";8826.07
"2024-08-13T09:45:00.000Z";"2024-08-13T10:00:00.000Z";8782.33
