"startTime";"endTime";"Electricity production in Finland"
"2024-08-10T13:00:00.000Z";"2024-08-10T13:15:00.000Z";6680.44
"2024-08-10T13:15:00.000Z";"2024-08-10T13:30:00.000Z";6604.87
"2024-08-10T13:30:00.000Z";"2024-08-10T13:45:00.000Z";6553.89
"2024-08-10T13:45:00.000Z";"2024-08-10T14:00:00.000Z";6639.14
"2024-08-10T14:00:00.000Z";"2024-08-10T14:15:00.000Z";6726.52
"2024-08-10T14:15:00.000Z";"2024-08-10T14:30:00.000Z";6785.62
"2024-08-10T14:30:00.000Z";"2024-08-10T14:45:00.000Z";6950.37
"2024-08-10T14:45:00.000Z";"2024-08-10T15:00:00.000Z";7258.71
"2024-08-10T15:00:00.000Z";"2024-08-10T15:15:00.000Z";7693.67
"2024-08-10T15:15:00.000Z";"2024-08-10T15:30:00.000Z";7818.11
"2024-08-10T15:30:00.000Z";"2024-08-10T15:45:00.000Z";7758.24
"2024-08-10T15:45:00.000Z";"2024-08-10T16:00:00.000Z";7743
"2024-08-10T16:00:00.000Z";"2024-08-10T16:15:00.000Z";7814.49
"2024-08-10T16:15:00.000Z";"2024-08-10T16:30:00.000Z";7814.94
"2024-08-10T16:30:00.000Z";"2024-08-10T16:45:00.000Z";7821.09
"2024-08-10T16:45:00.000Z";"2024-08-10T17:00:00.000Z";7786.13
"2024-08-10T17:00:00.000Z";"2024-08-10T17:15:00.000Z";7619.46
"2024-08-10T17:15:00.000Z";"2024-08-10T17:30:00.000Z";7504.44
"2024-08-10T17:30:00.000Z";"2024-08-10T17:45:00.000Z";7502.27
"2024-08-10T17:45:00.000Z";"2024-08-10T18:00:00.000Z";7497.32
"2024-08-10T18:00:00.000Z";"2024-08-10T18:15:00.000Z";7516.69
"2024-08-10T18:15:00.000Z";"2024-08-10T18:30:00.000Z";7530.81
"2024-08-10T18:30:00.000Z";"2024-08-10T18:45:00.000Z";7543.46
"2024-08-10T18:45:00.000Z";"2024-08-10T19:00:00.000Z";7617.71
"2024-08-10T19:00:00.000Z";"2024-08-10T19:15:00.000Z";7716.8
"2024-08-10T19:15:00.000Z";"2024-08-10T19:30:00.000Z";7744.52
"2024-08-10T19:30:00.000Z";"2024-08-10T19:45:00.000Z";7670.12
"2024-08-10T19:45:00.000Z";"2024-08-10T20:00:00.000Z";7636.27
"2024-08-10T20:00:00.000Z";"2024-08-10T20:15:00.000Z";7626.62
"2024-08-10T20:15:00.000Z";"2024-08-10T20:30:00.000Z";7509.99
"2024-08-10T20:30:00.000Z";"2024-08-10T20:45:00.000Z";7504.2
"2024-08-10T20:45:00.000Z";"2024-08-10T21:00:00.000Z";7559.36
"2024-08-10T21:00:00.000Z";"2024-08-10T21:15:00.000Z";7544.09
"2024-08-10T21:15:00.000Z";"2024-08-10T21:30:00.000Z";7500.21
"2024-08-10T21:30:00.000Z";"2024-08-10T21:45:00.000Z";7541.03
"2024-08-10T21:45:00.000Z";"2024-08-10T22:00:00.000Z";7526.96
"2024-08-10T22:00:00.000Z";"2024-08-10T22:15:00.000Z";7340.13
"2024-08-10T22:15:00.000Z";"2024-08-10T22:30:00.000Z";7092.52
"2024-08-10T22:30:00.000Z";"2024-08-10T22:45:00.000Z";6965.95
"2024-08-10T22:45:00.000Z";"2024-08-10T23:00:00.000Z";7004.15
"2024-08-10T23:00:00.000Z";"2024-08-10T23:15:00.000Z";7008.59
"2024-08-10T23:15:00.000Z";"2024-08-10T23:30:00.000Z";6977.41
"2024-08-10T23:30:00.000Z";"2024-08-10T23:45:00.000Z";6862.4
"2024-08-10T23:45:00.000Z";"2024-08-11T00:00:00.000Z";6833.68
"2024-08-11T00:00:00.000Z";"2024-08-11T00:15:00.000Z";6833.97
"2024-08-11T00:15:00.000Z";"2024-08-11T00:30:00.000Z";6802.95
"2024-08-11T00:30:00.000Z";"2024-08-11T00:45:00.000Z";6680.11
"2024-08-11T00:45:00.000Z";"2024-08-11T01:00:00.000Z";6626.56
"2024-08-11T01:00:00.000Z";"2024-08-11T01:15:00.000Z";6586.25
"2024-08-11T01:15:00.000Z";"2024-08-11T01:30:00.000Z";6541.18
"2024-08-11T01:30:00.000Z";"2024-08-11T01:45:00.000Z";6475.3
"2024-08-11T01:45:00.000Z";"2024-08-11T02:00:00.000Z";6460.99
"2024-08-11T02:00:00.000Z";"2024-08-11T02:15:00.000Z";6465.27
"2024-08-11T02:15:00.000Z";"2024-08-11T02:30:00.000Z";6435.06
"2024-08-11T02:30:00.000Z";"2024-08-11T02:45:00.000Z";6410.59
"2024-08-11T02:45:00.000Z";"2024-08-11T03:00:00.000Z";6410.64
"2024-08-11T03:00:00.000Z";"2024-08-11T03:15:00.000Z";6380.97
"2024-08-11T03:15:00.000Z";"2024-08-11T03:30:00.000Z";6337.57
"2024-08-11T03:30:00.000Z";"2024-08-11T03:45:00.000Z";6319.37
"2024-08-11T03:45:00.000Z";"2024-08-11T04:00:00.000Z";6399.2
"2024-08-11T04:00:00.000Z";"2024-08-11T04:15:00.000Z";6525.42
"2024-08-11T04:15:00.000Z";"2024-08-11T04:30:00.000Z";6570.17
"2024-08-11T04:30:00.000Z";"2024-08-11T04:45:00.000Z";6548.95
"2024-08-11T04:45:00.000Z";"2024-08-11T05:00:00.000Z";6607.4
"2024-08-11T05:00:00.000Z";"2024-08-11T05:15:00.000Z";6520.45
"2024-08-11T05:15:00.000Z";"2024-08-11T05:30:00.000Z";6555.96
"2024-08-11T05:30:00.000Z";"2024-08-11T05:45:00.000Z";6604.94
"2024-08-11T05:45:00.000Z";"2024-08-11T06:00:00.000Z";6619.5
"2024-08-11T06:00:00.000Z";"2024-08-11T06:15:00.000Z";6680.72
"2024-08-11T06:15:00.000Z";"2024-08-11T06:30:00.000Z";6686.12
"2024-08-11T06:30:00.000Z";"2024-08-11T06:45:00.000Z";6740.85
"2024-08-11T06:45:00.000Z";"2024-08-11T07:00:00.000Z";6743.38
"2024-08-11T07:00:00.000Z";"2024-08-11T07:15:00.000Z";6816.84
"2024-08-11T07:15:00.000Z";"2024-08-11T07:30:00.000Z";6948
"2024-08-11T07:30:00.000Z";"2024-08-11T07:45:00.000Z";6979.9
"2024-08-11T07:45:00.000Z";"2024-08-11T08:00:00.000Z";7003.86
"2024-08-11T08:00:00.000Z";"2024-08-11T08:15:00.000Z";7017.65
"2024-08-11T08:15:00.000Z";"2024-08-11T08:30:00.000Z";7065.34
"2024-08-11T08:30:00.000Z";"2024-08-11T08:45:00.000Z";7032.48
"2024-08-11T08:45:00.000Z";"2024-08-11T09:00:00.000Z";7022.11
"2024-08-11T09:00:00.000Z";"2024-08-11T09:15:00.000Z";6937.23
"2024-08-11T09:15:00.000Z";"2024-08-11T09:30:00.000Z";6904.93
"2024-08-11T09:30:00.000Z";"2024-08-11T09:45:00.000Z";7049.29
"2024-08-11T09:45:00.000Z";"2024-08-11T10:00:00.000Z";7027.59
"2024-08-11T10:00:00.000Z";"2024-08-11T10:15:00.000Z";6960.07
"2024-08-11T10:15:00.000Z";"2024-08-11T10:30:00.000Z";6993.06
"2024-08-11T10:30:00.000Z";"2024-08-11T10:45:00.000Z";7024.9
"2024-08-11T10:45:00.000Z";"2024-08-11T11:00:00.000Z";7024.09
"2024-08-11T11:00:00.000Z";"2024-08-11T11:15:00.000Z";7029.24
"2024-08-11T11:15:00.000Z";"2024-08-11T11:30:00.000Z";7081.42
"2024-08-11T11:30:00.000Z";"2024-08-11T11:45:00.000Z";7181.78
"2024-08-11T11:45:00.000Z";"2024-08-11T12:00:00.000Z";7206.32
"2024-08-11T12:00:00.000Z";"2024-08-11T12:15:00.000Z";7165.93
"2024-08-11T12:15:00.000Z";"2024-08-11T12:30:00.000Z";7062.07
"2024-08-11T12:30:00.000Z";"2024-08-11T12:45:00.000Z";7064.43
"2024-08-11T12:45:00.000Z";"2024-08-11T13:00:00.000Z";7043.26
"2024-08-11T13:00:00.000Z";"2024-08-11T13:15:00.000Z";7027.96
"2024-08-11T13:15:00.000Z";"2024-08-11T13:30:00.000Z";6982.79
"2024-08-11T13:30:00.000Z";"2024-08-11T13:45:00.000Z";6845.18
"2024-08-11T13:45:00.000Z";"2024-08-11T14:00:00.000Z";6781.91
"2024-08-11T14:00:00.000Z";"2024-08-11T14:15:00.000Z";6756.23
"2024-08-11T14:15:00.000Z";"2024-08-11T14:30:00.000Z";6771.69
"2024-08-11T14:30:00.000Z";"2024-08-11T14:45:00.000Z";6822.59
"2024-08-11T14:45:00.000Z";"2024-08-11T15:00:00.000Z";7215.29
"2024-08-11T15:00:00.000Z";"2024-08-11T15:15:00.000Z";7465.29
"2024-08-11T15:15:00.000Z";"2024-08-11T15:30:00.000Z";7475.33
"2024-08-11T15:30:00.000Z";"2024-08-11T15:45:00.000Z";7476.5
"2024-08-11T15:45:00.000Z";"2024-08-11T16:00:00.000Z";7567.28
"2024-08-11T16:00:00.000Z";"2024-08-11T16:15:00.000Z";7597.97
"2024-08-11T16:15:00.000Z";"2024-08-11T16:30:00.000Z";7634.93
"2024-08-11T16:30:00.000Z";"2024-08-11T16:45:00.000Z";7684.3
"2024-08-11T16:45:00.000Z";"2024-08-11T17:00:00.000Z";7686.87
"2024-08-11T17:00:00.000Z";"2024-08-11T17:15:00.000Z";7611.6
"2024-08-11T17:15:00.000Z";"2024-08-11T17:30:00.000Z";7603.9
"2024-08-11T17:30:00.000Z";"2024-08-11T17:45:00.000Z";7679.69
"2024-08-11T17:45:00.000Z";"2024-08-11T18:00:00.000Z";7711.96
"2024-08-11T18:00:00.000Z";"2024-08-11T18:15:00.000Z";7808.73
"2024-08-11T18:15:00.000Z";"2024-08-11T18:30:00.000Z";7803.24
"2024-08-11T18:30:00.000Z";"2024-08-11T18:45:00.000Z";7769.04
"2024-08-11T18:45:00.000Z";"2024-08-11T19:00:00.000Z";7662.65
"2024-08-11T19:00:00.000Z";"2024-08-11T19:15:00.000Z";7562.9
"2024-08-11T19:15:00.000Z";"2024-08-11T19:30:00.000Z";7526.48
"2024-08-11T19:30:00.000Z";"2024-08-11T19:45:00.000Z";7483.72
"2024-08-11T19:45:00.000Z";"2024-08-11T20:00:00.000Z";7451.03
"2024-08-11T20:00:00.000Z";"2024-08-11T20:15:00.000Z";7367.06
"2024-08-11T20:15:00.000Z";"2024-08-11T20:30:00.000Z";7254.06
"2024-08-11T20:30:00.000Z";"2024-08-11T20:45:00.000Z";7203.59
"2024-08-11T20:45:00.000Z";"2024-08-11T21:00:00.000Z";7240.28
"2024-08-11T21:00:00.000Z";"2024-08-11T21:15:00.000Z";7199.98
"2024-08-11T21:15:00.000Z";"2024-08-11T21:30:00.000Z";7116.91
"2024-08-11T21:30:00.000Z";"2024-08-11T21:45:00.000Z";7045.06
"2024-08-11T21:45:00.000Z";"2024-08-11T22:00:00.000Z";7070.45
"2024-08-11T22:00:00.000Z";"2024-08-11T22:15:00.000Z";7104.43
"2024-08-11T22:15:00.000Z";"2024-08-11T22:30:00.000Z";7134.26
"2024-08-11T22:30:00.000Z";"2024-08-11T22:45:00.000Z";7084.34
"2024-08-11T22:45:00.000Z";"2024-08-11T23:00:00.000Z";7032.57
"2024-08-11T23:00:00.000Z";"2024-08-11T23:15:00.000Z";7026.41
"2024-08-11T23:15:00.000Z";"2024-08-11T23:30:00.000Z";6970.59
"2024-08-11T23:30:00.000Z";"2024-08-11T23:45:00.000Z";6902.48
"2024-08-11T23:45:00.000Z";"2024-08-12T00:00:00.000Z";6892.63
"2024-08-12T00:00:00.000Z";"2024-08-12T00:15:00.000Z";6874.13
"2024-08-12T00:15:00.000Z";"2024-08-12T00:30:00.000Z";6764.31
"2024-08-12T00:30:00.000Z";"2024-08-12T00:45:00.000Z";6702.14
"2024-08-12T00:45:00.000Z";"2024-08-12T01:00:00.000Z";6770.61
"2024-08-12T01:00:00.000Z";"2024-08-12T01:15:00.000Z";6800.63
"2024-08-12T01:15:00.000Z";"2024-08-12T01:30:00.000Z";6783.64
"2024-08-12T01:30:00.000Z";"2024-08-12T01:45:00.000Z";6750.21
"2024-08-12T01:45:00.000Z";"2024-08-12T02:00:00.000Z";6741.23
"2024-08-12T02:00:00.000Z";"2024-08-12T02:15:00.000Z";6753.3
"2024-08-12T02:15:00.000Z";"2024-08-12T02:30:00.000Z";6772.43
"2024-08-12T02:30:00.000Z";"2024-08-12T02:45:00.000Z";6776.33
"2024-08-12T02:45:00.000Z";"2024-08-12T03:00:00.000Z";6828.46
"2024-08-12T03:00:00.000Z";"2024-08-12T03:15:00.000Z";6853.25
"2024-08-12T03:15:00.000Z";"2024-08-12T03:30:00.000Z";6866.7
"2024-08-12T03:30:00.000Z";"2024-08-12T03:45:00.000Z";6868.73
"2024-08-12T03:45:00.000Z";"2024-08-12T04:00:00.000Z";6860.65
"2024-08-12T04:00:00.000Z";"2024-08-12T04:15:00.000Z";6889.24
"2024-08-12T04:15:00.000Z";"2024-08-12T04:30:00.000Z";6904.42
"2024-08-12T04:30:00.000Z";"2024-08-12T04:45:00.000Z";6905.06
"2024-08-12T04:45:00.000Z";"2024-08-12T05:00:00.000Z";6956.9
"2024-08-12T05:00:00.000Z";"2024-08-12T05:15:00.000Z";6905.8
"2024-08-12T05:15:00.000Z";"2024-08-12T05:30:00.000Z";6863.68
"2024-08-12T05:30:00.000Z";"2024-08-12T05:45:00.000Z";6892.5
"2024-08-12T05:45:00.000Z";"2024-08-12T06:00:00.000Z";6943.04
"2024-08-12T06:00:00.000Z";"2024-08-12T06:15:00.000Z";6949.11
"2024-08-12T06:15:00.000Z";"2024-08-12T06:30:00.000Z";6959.04
"2024-08-12T06:30:00.000Z";"2024-08-12T06:45:00.000Z";6991.82
"2024-08-12T06:45:00.000Z";"2024-08-12T07:00:00.000Z";6976.57
"2024-08-12T07:00:00.000Z";"2024-08-12T07:15:00.000Z";6964
"2024-08-12T07:15:00.000Z";"2024-08-12T07:30:00.000Z";6993.97
"2024-08-12T07:30:00.000Z";"2024-08-12T07:45:00.000Z";7029.87
"2024-08-12T07:45:00.000Z";"2024-08-12T08:00:00.000Z";7115.92
"2024-08-12T08:00:00.000Z";"2024-08-12T08:15:00.000Z";7274.83
"2024-08-12T08:15:00.000Z";"2024-08-12T08:30:00.000Z";7268.88
"2024-08-12T08:30:00.000Z";"2024-08-12T08:45:00.000Z";7268.13
"2024-08-12T08:45:00.000Z";"2024-08-12T09:00:00.000Z";7193.45
"2024-08-12T09:00:00.000Z";"2024-08-12T09:15:00.000Z";7017.61
"2024-08-12T09:15:00.000Z";"2024-08-12T09:30:00.000Z";6939.05
"2024-08-12T09:30:00.000Z";"2024-08-12T09:45:00.000Z";6956.24
"2024-08-12T09:45:00.000Z";"2024-08-12T10:00:00.000Z";6856.06
"2024-08-12T10:00:00.000Z";"2024-08-12T10:15:00.000Z";6739.69
"2024-08-12T10:15:00.000Z";"2024-08-12T10:30:00.000Z";6707.94
"2024-08-12T10:30:00.000Z";"2024-08-12T10:45:00.000Z";6689.53
"2024-08-12T10:45:00.000Z";"2024-08-12T11:00:00.000Z";6665.83
"2024-08-12T11:00:00.000Z";"2024-08-12T11:15:00.000Z";6745.33
"2024-08-12T11:15:00.000Z";"2024-08-12T11:30:00.000Z";6831.22
"2024-08-12T11:30:00.000Z";"2024-08-12T11:45:00.000Z";6898.54
"2024-08-12T11:45:00.000Z";"2024-08-12T12:00:00.000Z";6920.33
"2024-08-12T12:00:00.000Z";"2024-08-12T12:15:00.000Z";6914.01
"2024-08-12T12:15:00.000Z";"2024-08-12T12:30:00.000Z";6894.27
"2024-08-12T12:30:00.000Z";"2024-08-12T12:45:00.000Z";6915.27
"2024-08-12T12:45:00.000Z";"2024-08-12T13:00:00.000Z";7032.23
"2024-08-12T13:00:00.000Z";"2024-08-12T13:15:00.000Z";7096.8
"2024-08-12T13:15:00.000Z";"2024-08-12T13:30:00.000Z";7053.52
"2024-08-12T13:30:00.000Z";"2024-08-12T13:45:00.000Z";7064.53
"2024-08-12T13:45:00.000Z";"2024-08-12T14:00:00.000Z";6970.98
"2024-08-12T14:00:00.000Z";"2024-08-12T14:15:00.000Z";6921.83
"2024-08-12T14:15:00.000Z";"2024-08-12T14:30:00.000Z";6957.11
"2024-08-12T14:30:00.000Z";"2024-08-12T14:45:00.000Z";6956.16
"2024-08-12T14:45:00.000Z";"2024-08-12T15:00:00.000Z";6790.65
"2024-08-12T15:00:00.000Z";"2024-08-12T15:15:00.000Z";6734.43
"2024-08-12T15:15:00.000Z";"2024-08-12T15:30:00.000Z";6733.39
"2024-08-12T15:30:00.000Z";"2024-08-12T15:45:00.000Z";6773.95
"2024-08-12T15:45:00.000Z";"2024-08-12T16:00:00.000Z";6756.72
"2024-08-12T16:00:00.000Z";"2024-08-12T16:15:00.000Z";6745.99
"2024-08-12T16:15:00.000Z";"2024-08-12T16:30:00.000Z";6756.3
"2024-08-12T16:30:00.000Z";"2024-08-12T16:45:00.000Z";6754.25
"2024-08-12T16:45:00.000Z";"2024-08-12T17:00:00.000Z";6795.3
"2024-08-12T17:00:00.000Z";"2024-08-12T17:15:00.000Z";6858.51
"2024-08-12T17:15:00.000Z";"2024-08-12T17:30:00.000Z";6891.51
"2024-08-12T17:30:00.000Z";"2024-08-12T17:45:00.000Z";6888.97
"2024-08-12T17:45:00.000Z";"2024-08-12T18:00:00.000Z";6876.6
"2024-08-12T18:00:00.000Z";"2024-08-12T18:15:00.000Z";6868.3
"2024-08-12T18:15:00.000Z";"2024-08-12T18:30:00.000Z";6876.89
"2024-08-12T18:30:00.000Z";"2024-08-12T18:45:00.000Z";6961.29
"2024-08-12T18:45:00.000Z";"2024-08-12T19:00:00.000Z";6969.59
"2024-08-12T19:00:00.000Z";"2024-08-12T19:15:00.000Z";7014.31
"2024-08-12T19:15:00.000Z";"2024-08-12T19:30:00.000Z";7031.97
"2024-08-12T19:30:00.000Z";"2024-08-12T19:45:00.000Z";6921.08
"2024-08-12T19:45:00.000Z";"2024-08-12T20:00:00.000Z";6956.54
"2024-08-12T20:00:00.000Z";"2024-08-12T20:15:00.000Z";7015.45
"2024-08-12T20:15:00.000Z";"2024-08-12T20:30:00.000Z";6934.93
"2024-08-12T20:30:00.000Z";"2024-08-12T20:45:00.000Z";6897.51
"2024-08-12T20:45:00.000Z";"2024-08-12T21:00:00.000Z";6979.47
"2024-08-12T21:00:00.000Z";"2024-08-12T21:15:00.000Z";6966.68
"2024-08-12T21:15:00.000Z";"2024-08-12T21:30:00.000Z";6887.48
"2024-08-12T21:30:00.000Z";"2024-08-12T21:45:00.000Z";6877.01
"2024-08-12T21:45:00.000Z";"2024-08-12T22:00:00.000Z";6885.45
"2024-08-12T22:00:00.000Z";"2024-08-12T22:15:00.000Z";6871.88
"2024-08-12T22:15:00.000Z";"2024-08-12T22:30:00.000Z";6801.57
"2024-08-12T22:30:00.000Z";"2024-08-12T22:45:00.000Z";6646.94
"2024-08-12T22:45:00.000Z";"2024-08-12T23:00:00.000Z";6526.69
"2024-08-12T23:00:00.000Z";"2024-08-12T23:15:00.000Z";6458.15
"2024-08-12T23:15:00.000Z";"2024-08-12T23:30:00.000Z";6432.11
"2024-08-12T23:30:00.000Z";"2024-08-12T23:45:00.000Z";6430.56
"2024-08-12T23:45:00.000Z";"2024-08-13T00:00:00.000Z";6426.75
"2024-08-13T00:00:00.000Z";"2024-08-13T00:15:00.000Z";6358.58
"2024-08-13T00:15:00.000Z";"2024-08-13T00:30:00.000Z";6264.85
"2024-08-13T00:30:00.000Z";"2024-08-13T00:45:00.000Z";6187.73
"2024-08-13T00:45:00.000Z";"2024-08-13T01:00:00.000Z";6153.66
"2024-08-13T01:00:00.000Z";"2024-08-13T01:15:00.000Z";6130.11
"2024-08-13T01:15:00.000Z";"2024-08-13T01:30:00.000Z";6099.85
"2024-08-13T01:30:00.000Z";"2024-08-13T01:45:00.000Z";6047.7
"2024-08-13T01:45:00.000Z";"2024-08-13T02:00:00.000Z";6002.72
"2024-08-13T02:00:00.000Z";"2024-08-13T02:15:00.000Z";6007.26
"2024-08-13T02:15:00.000Z";"2024-08-13T02:30:00.000Z";6026.84
"2024-08-13T02:30:00.000Z";"2024-08-13T02:45:00.000Z";6069.33
"2024-08-13T02:45:00.000Z";"2024-08-13T03:00:00.000Z";6168.17
"2024-08-13T03:00:00.000Z";"2024-08-13T03:15:00.000Z";6240.15
"2024-08-13T03:15:00.000Z";"2024-08-13T03:30:00.000Z";6273.58
"2024-08-13T03:30:00.000Z";"2024-08-13T03:45:00.000Z";6243.05
"2024-08-13T03:45:00.000Z";"2024-08-13T04:00:00.000Z";6331.53
"2024-08-13T04:00:00.000Z";"2024-08-13T04:15:00.000Z";6424.16
"2024-08-13T04:15:00.000Z";"2024-08-13T04:30:00.000Z";6406.26
"2024-08-13T04:30:00.000Z";"2024-08-13T04:45:00.000Z";6364.07
"2024-08-13T04:45:00.000Z";"2024-08-13T05:00:00.000Z";6504.05
"2024-08-13T05:00:00.000Z";"2024-08-13T05:15:00.000Z";6616.46
"2024-08-13T05:15:00.000Z";"2024-08-13T05:30:00.000Z";6658.9
"2024-08-13T05:30:00.000Z";"2024-08-13T05:45:00.000Z";6681.17
"2024-08-13T05:45:00.000Z";"2024-08-13T06:00:00.000Z";6839.7
"2024-08-13T06:00:00.000Z";"2024-08-13T06:15:00.000Z";6982.31
"2024-08-13T06:15:00.000Z";"2024-08-13T06:30:00.000Z";6954.25
"2024-08-13T06:30:00.000Z";"2024-08-13T06:45:00.000Z";6884.84
"2024-08-13T06:45:00.000Z";"2024-08-13T07:00:00.000Z";6943.5
"2024-08-13T07:00:00.000Z";"2024-08-13T07:15:00.000Z";6994.74
"2024-08-13T07:15:00.000Z";"2024-08-13T07:30:00.000Z";6986.86
"2024-08-13T07:30:00.000Z";"2024-08-13T07:45:00.000Z";6958.61
"2024-08-13T07:45:00.000Z";"2024-08-13T08:00:00.000Z";6955.49
"2024-08-13T08:00:00.000Z";"2024-08-13T08:15:00.000Z";6902.68
"2024-08-13T08:15:00.000Z";"2024-08-13T08:30:00.000Z";6857.5
"2024-08-13T08:30:00.000Z";"2024-08-13T08:45:00.000Z";6858.98
"2024-08-13T08:45:00.000Z";"2024-08-13T09:00:00.000Z";6816.03
"2024-08-13T09:00:00.000Z";"2024-08-13T09:15:00.000Z";6770.09
"2024-08-13T09:15:00.000Z";"2024-08-13T09:30:00.000Z";6773.22
"2024-08-13T09:30:00.000Z";"2024-08-13T09:45:00.000Z";6800.65
"2024-08-13T09:45:00.000Z";"2024-08-13T10:00:00.000Z";6785.98
