"startTime";"endTime";"Electricity consumption in Finland"
"2025-01-02T12:30:00.000Z";"2025-01-02T12:45:00.000Z";11557.5
"2025-01-02T12:45:00.000Z";"2025-01-02T13:00:00.000Z";11579.7
"2025-01-02T13:00:00.000Z";"2025-01-02T13:15:00.000Z";11660.6
"2025-01-02T13:15:00.000Z";"2025-01-02T13:30:00.000Z";11717.2
"2025-01-02T13:30:00.000Z";"2025-01-02T13:45:00.000Z";11750
"2025-01-02T13:45:00.000Z";"2025-01-02T14:00:00.000Z";11719.4
"2025-01-02T14:00:00.000Z";"2025-01-02T14:15:00.000Z";11689.5
"2025-01-02T14:15:00.000Z";"2025-01-02T14:30:00.000Z";11674.8
"2025-01-02T14:30:00.000Z";"2025-01-02T14:45:00.000Z";11707.2
"2025-01-02T14:45:00.000Z";"2025-01-02T15:00:00.000Z";11742
"2025-01-02T15:00:00.000Z";"2025-01-02T15:15:00.000Z";11744.6
"2025-01-02T15:15:00.000Z";"2025-01-02T15:30:00.000Z";11735
"2025-01-02T15:30:00.000Z";"2025-01-02T15:45:00.000Z";11700.2
"2025-01-02T15:45:00.000Z";"2025-01-02T16:00:00.000Z";11690
"2025-01-02T16:00:00.000Z";"2025-01-02T16:15:00.000Z";11692.5
"2025-01-02T16:15:00.000Z";"2025-01-02T16:30:00.000Z";11693.5
"2025-01-02T16:30:00.000Z";"2025-01-02T16:45:00.000Z";11708.2
"2025-01-02T16:45:00.000Z";"2025-01-02T17:00:00.000Z";11725.4
"2025-01-02T17:00:00.000Z";"2025-01-02T17:15:00.000Z";11730
"2025-01-02T17:15:00.000Z";"2025-01-02T17:30:00.000Z";11701.9
"2025-01-02T17:30:00.000Z";"2025-01-02T17:45:00.000Z";11653.9
"2025-01-02T17:45:00.000Z";"2025-01-02T18:00:00.000Z";11571.9
"2025-01-02T18:00:00.000Z";"2025-01-02T18:15:00.000Z";11542
"2025-01-02T18:15:00.000Z";"2025-01-02T18:30:00.000Z";11521.7
"2025-01-02T18:30:00.000Z";"2025-01-02T18:45:00.000Z";11451.4
"2025-01-02T18:45:00.000Z";"2025-01-02T19:00:00.000Z";11404.2
"2025-01-02T19:00:00.000Z";"2025-01-02T19:15:00.000Z";11309.3
"2025-01-02T19:15:00.000Z";"2025-01-02T19:30:00.000Z";11167.7
"2025-01-02T19:30:00.000Z";"2025-01-02T19:45:00.000Z";11035.8
"2025-01-02T19:45:00.000Z";"2025-01-02T20:00:00.000Z";11151.9
"2025-01-02T20:00:00.000Z";"2025-01-02T20:15:00.000Z";11349.8
"2025-01-02T20:15:00.000Z";"2025-01-02T20:30:00.000Z";11376.9
"2025-01-02T20:30:00.000Z";"2025-01-02T20:45:00.000Z";11368.8
"2025-01-02T20:45:00.000Z";"2025-01-02T21:00:00.000Z";11342.6
"2025-01-02T21:00:00.000Z";"2025-01-02T21:15:00.000Z";11335
"2025-01-02T21:15:00.000Z";"2025-01-02T21:30:00.000Z";11290.3
"2025-01-02T21:30:00.000Z";"2025-01-02T21:45:00.000Z";11183.2
"2025-01-02T21:45:00.000Z";"2025-01-02T22:00:00.000Z";11121.6
"2025-01-02T22:00:00.000Z";"2025-01-02T22:15:00.000Z";11094.9
"2025-01-02T22:15:00.000Z";"2025-01-02T22:30:00.000Z";11056.7
"2025-01-02T22:30:00.000Z";"2025-01-02T22:45:00.000Z";10989.3
"2025-01-02T22:45:00.000Z";"2025-01-02T23:00:00.000Z";10929.9
"2025-01-02T23:00:00.000Z";"2025-01-02T23:15:00.000Z";10903.7
"2025-01-02T23:15:00.000Z";"2025-01-02T23:30:00.000Z";10891.1
"2025-01-02T23:30:00.000Z";"2025-01-02T23:45:00.000Z";10856.1
"2025-01-02T23:45:00.000Z";"2025-01-03T00:00:00.000Z";10837.3
"2025-01-03T00:00:00.000Z";"2025-01-03T00:15:00.000Z";10783.3
"2025-01-03T00:15:00.000Z";"2025-01-03T00:30:00.000Z";10749
"2025-01-03T00:30:00.000Z";"2025-01-03T00:45:00.000Z";10733.7
"2025-01-03T00:45:00.000Z";"2025-01-03T01:00:00.000Z";10743.1
"2025-01-03T01:00:00.000Z";"2025-01-03T01:15:00.000Z";10772.7
"2025-01-03T01:15:00.000Z";"2025-01-03T01:30:00.000Z";10787.2
"2025-01-03T01:30:00.000Z";"2025-01-03T01:45:00.000Z";10777
"2025-01-03T01:45:00.000Z";"2025-01-03T02:00:00.000Z";10792.6
"2025-01-03T02:00:00.000Z";"2025-01-03T02:15:00.000Z";10860.2
"2025-01-03T02:15:00.000Z";"2025-01-03T02:30:00.000Z";10892.3
"2025-01-03T02:30:00.000Z";"2025-01-03T02:45:00.000Z";10881.9
"2025-01-03T02:45:00.000Z";"2025-01-03T03:00:00.000Z";10885.6
"2025-01-03T03:00:00.000Z";"2025-01-03T03:15:00.000Z";10931.2
"2025-01-03T03:15:00.000Z";"2025-01-03T03:30:00.000Z";10984.7
"2025-01-03T03:30:00.000Z";"2025-01-03T03:45:00.000Z";11045.8
"2025-01-03T03:45:00.000Z";"2025-01-03T04:00:00.000Z";11153.3
"2025-01-03T04:00:00.000Z";"2025-01-03T04:15:00.000Z";11280.3
"2025-01-03T04:15:00.000Z";"2025-01-03T04:30:00.000Z";11370.5
"2025-01-03T04:30:00.000Z";"2025-01-03T04:45:00.000Z";11448.1
"2025-01-03T04:45:00.000Z";"2025-01-03T05:00:00.000Z";11470
"2025-01-03T05:00:00.000Z";"2025-01-03T05:15:00.000Z";11505
"2025-01-03T05:15:00.000Z";"2025-01-03T05:30:00.000Z";11599.7
"2025-01-03T05:30:00.000Z";"2025-01-03T05:45:00.000Z";11671
"2025-01-03T05:45:00.000Z";"2025-01-03T06:00:00.000Z";11687
"2025-01-03T06:00:00.000Z";"2025-01-03T06:15:00.000Z";11746.7
"2025-01-03T06:15:00.000Z";"2025-01-03T06:30:00.000Z";11794.3
"2025-01-03T06:30:00.000Z";"2025-01-03T06:45:00.000Z";11798.1
"2025-01-03T06:45:00.000Z";"2025-01-03T07:00:00.000Z";11771.7
"2025-01-03T07:00:00.000Z";"2025-01-03T07:15:00.000Z";11736.5
"2025-01-03T07:15:00.000Z";"2025-01-03T07:30:00.000Z";11723.5
"2025-01-03T07:30:00.000Z";"2025-01-03T07:45:00.000Z";11715.1
"2025-01-03T07:45:00.000Z";"2025-01-03T08:00:00.000Z";11747.1
"2025-01-03T08:00:00.000Z";"2025-01-03T08:15:00.000Z";11785.5
"2025-01-03T08:15:00.000Z";"2025-01-03T08:30:00.000Z";11818
"2025-01-03T08:30:00.000Z";"2025-01-03T08:45:00.000Z";11855.8
"2025-01-03T08:45:00.000Z";"2025-01-03T09:00:00.000Z";11905.8
"2025-01-03T09:00:00.000Z";"2025-01-03T09:15:00.000Z";11943.3
"2025-01-03T09:15:00.000Z";"2025-01-03T09:30:00.000Z";11963.3
"2025-01-03T09:30:00.000Z";"2025-01-03T09:45:00.000Z";11976.1
"2025-01-03T09:45:00.000Z";"2025-01-03T10:00:00.000Z";12049.5
"2025-01-03T10:00:00.000Z";"2025-01-03T10:15:00.000Z";12118.6
"2025-01-03T10:15:00.000Z";"2025-01-03T10:30:00.000Z";12123.8
"2025-01-03T10:30:00.000Z";"2025-01-03T10:45:00.000Z";12097.1
"2025-01-03T10:45:00.000Z";"2025-01-03T11:00:00.000Z";12102.3
"2025-01-03T11:00:00.000Z";"2025-01-03T11:15:00.000Z";12138.7
"2025-01-03T11:15:00.000Z";"2025-01-03T11:30:00.000Z";12140.5
"2025-01-03T11:30:00.000Z";"2025-01-03T11:45:00.000Z";12100.8
"2025-01-03T11:45:00.000Z";"2025-01-03T12:00:00.000Z";12077.2
"2025-01-03T12:00:00.000Z";"2025-01-03T12:15:00.000Z";12050.6
"2025-01-03T12:15:00.000Z";"2025-01-03T12:30:00.000Z";12037
"2025-01-03T12:30:00.000Z";"2025-01-03T12:45:00.000Z";12058.5
"2025-01-03T12:45:00.000Z";"2025-01-03T13:00:00.000Z";12068
"2025-01-03T13:00:00.000Z";"2025-01-03T13:15:00.000Z";12063.4
"2025-01-03T13:15:00.000Z";"2025-01-03T13:30:00.000Z";12179.3
"2025-01-03T13:30:00.000Z";"2025-01-03T13:45:00.000Z";12279.7
"2025-01-03T13:45:00.000Z";"2025-01-03T14:00:00.000Z";12274.8
"2025-01-03T14:00:00.000Z";"2025-01-03T14:15:00.000Z";12294.3
"2025-01-03T14:15:00.000Z";"2025-01-03T14:30:00.000Z";12311.1
"2025-01-03T14:30:00.000Z";"2025-01-03T14:45:00.000Z";12271.6
"2025-01-03T14:45:00.000Z";"2025-01-03T15:00:00.000Z";12261.8
"2025-01-03T15:00:00.000Z";"2025-01-03T15:15:00.000Z";12296.5
"2025-01-03T15:15:00.000Z";"2025-01-03T15:30:00.000Z";12296
"2025-01-03T15:30:00.000Z";"2025-01-03T15:45:00.000Z";12309.1
"2025-01-03T15:45:00.000Z";"2025-01-03T16:00:00.000Z";12331
"2025-01-03T16:00:00.000Z";"2025-01-03T16:15:00.000Z";12297.9
"2025-01-03T16:15:00.000Z";"2025-01-03T16:30:00.000Z";12291.2
"2025-01-03T16:30:00.000Z";"2025-01-03T16:45:00.000Z";12272.5
"2025-01-03T16:45:00.000Z";"2025-01-03T17:00:00.000Z";12269.5
"2025-01-03T17:00:00.000Z";"2025-01-03T17:15:00.000Z";12323.1
"2025-01-03T17:15:00.000Z";"2025-01-03T17:30:00.000Z";12296.6
"2025-01-03T17:30:00.000Z";"2025-01-03T17:45:00.000Z";12275
"2025-01-03T17:45:00.000Z";"2025-01-03T18:00:00.000Z";12285.9
"2025-01-03T18:00:00.000Z";"2025-01-03T18:15:00.000Z";12219.3
"2025-01-03T18:15:00.000Z";"2025-01-03T18:30:00.000Z";12154.1
"2025-01-03T18:30:00.000Z";"2025-01-03T18:45:00.000Z";12093.4
"2025-01-03T18:45:00.000Z";"2025-01-03T19:00:00.000Z";11993.4
"2025-01-03T19:00:00.000Z";"2025-01-03T19:15:00.000Z";11954.7
"2025-01-03T19:15:00.000Z";"2025-01-03T19:30:00.000Z";11895
"2025-01-03T19:30:00.000Z";"2025-01-03T19:45:00.000Z";11769.8
"2025-01-03T19:45:00.000Z";"2025-01-03T20:00:00.000Z";11814
"2025-01-03T20:00:00.000Z";"2025-01-03T20:15:00.000Z";11975.8
"2025-01-03T20:15:00.000Z";"2025-01-03T20:30:00.000Z";12019.8
"2025-01-03T20:30:00.000Z";"2025-01-03T20:45:00.000Z";11911.5
"2025-01-03T20:45:00.000Z";"2025-01-03T21:00:00.000Z";11921.4
"2025-01-03T21:00:00.000Z";"2025-01-03T21:15:00.000Z";11937
"2025-01-03T21:15:00.000Z";"2025-01-03T21:30:00.000Z";11766
"2025-01-03T21:30:00.000Z";"2025-01-03T21:45:00.000Z";11622.5
"2025-01-03T21:45:00.000Z";"2025-01-03T22:00:00.000Z";11594.2
"2025-01-03T22:00:00.000Z";"2025-01-03T22:15:00.000Z";11620.8
"2025-01-03T22:15:00.000Z";"2025-01-03T22:30:00.000Z";11607.7
"2025-01-03T22:30:00.000Z";"2025-01-03T22:45:00.000Z";11540.9
"2025-01-03T22:45:00.000Z";"2025-01-03T23:00:00.000Z";11551.5
"2025-01-03T23:00:00.000Z";"2025-01-03T23:15:00.000Z";11613.8
"2025-01-03T23:15:00.000Z";"2025-01-03T23:30:00.000Z";11630
"2025-01-03T23:30:00.000Z";"2025-01-03T23:45:00.000Z";11582.8
"2025-01-03T23:45:00.000Z";"2025-01-04T00:00:00.000Z";11586.8
"2025-01-04T00:00:00.000Z";"2025-01-04T00:15:00.000Z";11548.9
"2025-01-04T00:15:00.000Z";"2025-01-04T00:30:00.000Z";11508.8
"2025-01-04T00:30:00.000Z";"2025-01-04T00:45:00.000Z";11489.6
"2025-01-04T00:45:00.000Z";"2025-01-04T01:00:00.000Z";11440
"2025-01-04T01:00:00.000Z";"2025-01-04T01:15:00.000Z";11397.9
"2025-01-04T01:15:00.000Z";"2025-01-04T01:30:00.000Z";11377.6
"2025-01-04T01:30:00.000Z";"2025-01-04T01:45:00.000Z";11346.9
"2025-01-04T01:45:00.000Z";"2025-01-04T02:00:00.000Z";11280.2
"2025-01-04T02:00:00.000Z";"2025-01-04T02:15:00.000Z";11265.9
"2025-01-04T02:15:00.000Z";"2025-01-04T02:30:00.000Z";11243.3
"2025-01-04T02:30:00.000Z";"2025-01-04T02:45:00.000Z";11220.4
"2025-01-04T02:45:00.000Z";"2025-01-04T03:00:00.000Z";11259.3
"2025-01-04T03:00:00.000Z";"2025-01-04T03:15:00.000Z";11264.2
"2025-01-04T03:15:00.000Z";"2025-01-04T03:30:00.000Z";11286.2
"2025-01-04T03:30:00.000Z";"2025-01-04T03:45:00.000Z";11313.4
"2025-01-04T03:45:00.000Z";"2025-01-04T04:00:00.000Z";11315.2
"2025-01-04T04:00:00.000Z";"2025-01-04T04:15:00.000Z";11340
"2025-01-04T04:15:00.000Z";"2025-01-04T04:30:00.000Z";11422.6
"2025-01-04T04:30:00.000Z";"2025-01-04T04:45:00.000Z";11485.5
"2025-01-04T04:45:00.000Z";"2025-01-04T05:00:00.000Z";11438.5
"2025-01-04T05:00:00.000Z";"2025-01-04T05:15:00.000Z";11395
"2025-01-04T05:15:00.000Z";"2025-01-04T05:30:00.000Z";11456.3
"2025-01-04T05:30:00.000Z";"2025-01-04T05:45:00.000Z";11558.1
"2025-01-04T05:45:00.000Z";"2025-01-04T06:00:00.000Z";11580.2
"2025-01-04T06:00:00.000Z";"2025-01-04T06:15:00.000Z";11554.7
"2025-01-04T06:15:00.000Z";"2025-01-04T06:30:00.000Z";11534.8
"2025-01-04T06:30:00.000Z";"2025-01-04T06:45:00.000Z";11602
"2025-01-04T06:45:00.000Z";"2025-01-04T07:00:00.000Z";11575.8
"2025-01-04T07:00:00.000Z";"2025-01-04T07:15:00.000Z";11535
"2025-01-04T07:15:00.000Z";"2025-01-04T07:30:00.000Z";11561.1
"2025-01-04T07:30:00.000Z";"2025-01-04T07:45:00.000Z";11531.9
"2025-01-04T07:45:00.000Z";"2025-01-04T08:00:00.000Z";11570
"2025-01-04T08:00:00.000Z";"2025-01-04T08:15:00.000Z";11642
"2025-01-04T08:15:00.000Z";"2025-01-04T08:30:00.000Z";11655.5
"2025-01-04T08:30:00.000Z";"2025-01-04T08:45:00.000Z";11666.7
"2025-01-04T08:45:00.000Z";"2025-01-04T09:00:00.000Z";11690.7
"2025-01-04T09:00:00.000Z";"2025-01-04T09:15:00.000Z";11707.1
"2025-01-04T09:15:00.000Z";"2025-01-04T09:30:00.000Z";11678.3
"2025-01-04T09:30:00.000Z";"2025-01-04T09:45:00.000Z";11665.9
"2025-01-04T09:45:00.000Z";"2025-01-04T10:00:00.000Z";11624.1
"2025-01-04T10:00:00.000Z";"2025-01-04T10:15:00.000Z";11581.5
"2025-01-04T10:15:00.000Z";"2025-01-04T10:30:00.000Z";11612
"2025-01-04T10:30:00.000Z";"2025-01-04T10:45:00.000Z";11621.8
"2025-01-04T10:45:00.000Z";"2025-01-04T11:00:00.000Z";11574.3
"2025-01-04T11:00:00.000Z";"2025-01-04T11:15:00.000Z";11566.5
"2025-01-04T11:15:00.000Z";"2025-01-04T11:30:00.000Z";11536.2
